name,team,team name,division,year,qualified
Mason Patel,GAST,Georgia State University,1,2023,False
Nick Lommen,GAST,Georgia State University,1,2023,False
Quin McManmon,GAST,Georgia State University,1,2023,False
Rafael Acosta,GAST,Georgia State University,1,2023,True
Ryan Watson,GAST,Georgia State University,1,2023,True
Zach Ottinger,GAST,Georgia State University,1,2023,False
Brodie Cooper-Vassalakis,GCU,Grand Canyon University,1,2023,False
Bryan Webb,GCU,Grand Canyon University,1,2023,False
Carson Ohl,GCU,Grand Canyon University,1,2023,False
Carter Young,GCU,Grand Canyon University,1,2023,False
Cody Tucker,GCU,Grand Canyon University,1,2023,False
Connor Markl,GCU,Grand Canyon University,1,2023,True
Daniel Avitia,GCU,Grand Canyon University,1,2023,True
Grant Richardson,GCU,Grand Canyon University,1,2023,False
Hunter Omlid,GCU,Grand Canyon University,1,2023,False
Isaac Lyon,GCU,Grand Canyon University,1,2023,False
Jace Smith,GCU,Grand Canyon University,1,2023,False
Jacob Martinez,GCU,Grand Canyon University,1,2023,False
Maddox Thornton,GCU,Grand Canyon University,1,2023,False
Nathan Ward,GCU,Grand Canyon University,1,2023,False
R.J. Elmore,GCU,Grand Canyon University,1,2023,False
Shawn Triplett,GCU,Grand Canyon University,1,2023,False
Tyson Heaton,GCU,Grand Canyon University,1,2023,False
Vince Reilly,GCU,Grand Canyon University,1,2023,False
Walt Quinn,GCU,Grand Canyon University,1,2023,False
Zach Thornton,GCU,Grand Canyon University,1,2023,True
Ben Shields,GMU,George Mason University,1,2023,True
Britt Yount,GMU,George Mason University,1,2023,False
Chad Gartland,GMU,George Mason University,1,2023,True
Christian Mracna,GMU,George Mason University,1,2023,False
Connor Knox,GMU,George Mason University,1,2023,False
Hugh OHara,GMU,George Mason University,1,2023,False
Jalen Grant,GMU,George Mason University,1,2023,False
Konner Eaton,GMU,George Mason University,1,2023,False
Kyle Menaker,GMU,George Mason University,1,2023,False
Kyle Smith,GMU,George Mason University,1,2023,False
Logan Rumberg,GMU,George Mason University,1,2023,False
Mason Posey,GMU,George Mason University,1,2023,False
Michael Salina,GMU,George Mason University,1,2023,False
Nick Martins,GMU,George Mason University,1,2023,False
Nolan Lamere,GMU,George Mason University,1,2023,False
Owen Stewart,GMU,George Mason University,1,2023,False
Robbie Dudzinski,GMU,George Mason University,1,2023,False
Ryan Edmonds,GMU,George Mason University,1,2023,False
Ryan Peterson,GMU,George Mason University,1,2023,False
Tyler Herkey,GMU,George Mason University,1,2023,False
Bradley Mullan,GONZ,Gonzaga University,1,2023,False
Cade McGee,GONZ,Gonzaga University,1,2023,False
Everett Swaim,GONZ,Gonzaga University,1,2023,False
Jack Moffitt,GONZ,Gonzaga University,1,2023,False
Jacob Rutherford,GONZ,Gonzaga University,1,2023,True
Jeff Nelson,GONZ,Gonzaga University,1,2023,False
Kai Francis,GONZ,Gonzaga University,1,2023,False
Kolby Solomon,GONZ,Gonzaga University,1,2023,False
Matthew Mueller,GONZ,Gonzaga University,1,2023,True
Nate Weeldreyer,GONZ,Gonzaga University,1,2023,False
Nathan Deschryver,GONZ,Gonzaga University,1,2023,True
Owen Wild,GONZ,Gonzaga University,1,2023,True
Payton Graham,GONZ,Gonzaga University,1,2023,False
Reagan Haas,GONZ,Gonzaga University,1,2023,False
Ty Buckner,GONZ,Gonzaga University,1,2023,False
Brett Washington,GRAM,Grambling State University,1,2023,False
Connor Rudy,GRAM,Grambling State University,1,2023,True
Esteban Tavarez,GRAM,Grambling State University,1,2023,False
Ethan Bates,GRAM,Grambling State University,1,2023,True
Jacorey Boudreaux,GRAM,Grambling State University,1,2023,False
Javier Martinez,GRAM,Grambling State University,1,2023,False
Jeremiah Newman,GRAM,Grambling State University,1,2023,False
Keith Carpenter,GRAM,Grambling State University,1,2023,False
Kendrick Bershell,GRAM,Grambling State University,1,2023,False
Kerry Boykins,GRAM,Grambling State University,1,2023,True
Lorenzo Peterson,GRAM,Grambling State University,1,2023,True
Michael Mims III,GRAM,Grambling State University,1,2023,False
Miguel Baez,GRAM,Grambling State University,1,2023,False
Phillip Bryant,GRAM,Grambling State University,1,2023,False
Aeden Finateri,GT,Georgia Institute of Technology,1,2023,True
Ben King,GT,Georgia Institute of Technology,1,2023,True
Camron Hill,GT,Georgia Institute of Technology,1,2023,False
Cody Carwile,GT,Georgia Institute of Technology,1,2023,False
Dalton Smith,GT,Georgia Institute of Technology,1,2023,False
Dawson Brown,GT,Georgia Institute of Technology,1,2023,False
Demitri Diamant,GT,Georgia Institute of Technology,1,2023,False
Drew Byers,GT,Georgia Institute of Technology,1,2023,False
Jackson Finley,GT,Georgia Institute of Technology,1,2023,True
Jackson Vaughan,GT,Georgia Institute of Technology,1,2023,False
Joseph Mannelly,GT,Georgia Institute of Technology,1,2023,False
Josiah Siegel,GT,Georgia Institute of Technology,1,2023,False
Logan Bogue,GT,Georgia Institute of Technology,1,2023,False
Logan McGuire,GT,Georgia Institute of Technology,1,2023,False
Luke Schmolke,GT,Georgia Institute of Technology,1,2023,True
Noah Samol,GT,Georgia Institute of Technology,1,2023,False
Terry Busse,GT,Georgia Institute of Technology,1,2023,False
Alexander Fenton,GTWN,Georgetown University,1,2023,False
Andrew Citron,GTWN,Georgetown University,1,2023,False
Andrew Jergins,GTWN,Georgetown University,1,2023,False
Andrew Williams,GTWN,Georgetown University,1,2023,True
Ayden Head,GTWN,Georgetown University,1,2023,False
Cam Guarino,GTWN,Georgetown University,1,2023,False
Carson Frye,GTWN,Georgetown University,1,2023,False
Cody Bowker,GTWN,Georgetown University,1,2023,False
Cody Jensen,GTWN,Georgetown University,1,2023,False
Collin Garner,GTWN,Georgetown University,1,2023,True
Everett Catlett,GTWN,Georgetown University,1,2023,False
Garret Keough,GTWN,Georgetown University,1,2023,False
Jake Bloss,GTWN,Georgetown University,1,2023,True
Jordan Yoder,GTWN,Georgetown University,1,2023,False
Kai Leckszas,GTWN,Georgetown University,1,2023,False
Kyle Salley,GTWN,Georgetown University,1,2023,False
Matthew Sapienza,GTWN,Georgetown University,1,2023,False
Tyler Mead,GTWN,Georgetown University,1,2023,False
Anthony Germinerio,GW,George Washington University,1,2023,False
Austin Odell,GW,George Washington University,1,2023,False
Benny Wilson,GW,George Washington University,1,2023,False
Brayden Kurtz,GW,George Washington University,1,2023,False
Cade Davis,GW,George Washington University,1,2023,False
Chris Knight,GW,George Washington University,1,2023,False
Christopher Kahler,GW,George Washington University,1,2023,True
Colin Ruddy,GW,George Washington University,1,2023,False
Colton Trisch,GW,George Washington University,1,2023,False
Connor Harris,GW,George Washington University,1,2023,False
Logan Koester,GW,George Washington University,1,2023,True
Max Haug,GW,George Washington University,1,2023,False
Michael Foltz,GW,George Washington University,1,2023,False
Reese Crochet,GW,George Washington University,1,2023,False
Rich Pfluger,GW,George Washington University,1,2023,False
Shugy Klein,GW,George Washington University,1,2023,False
Teddy Brennan,GW,George Washington University,1,2023,True
Bobby Alcock,GWEB,Gardner–Webb University,1,2023,True
Brendan Bean,GWEB,Gardner–Webb University,1,2023,False
Casey Young,GWEB,Gardner–Webb University,1,2023,False
Connor Maggi,GWEB,Gardner–Webb University,1,2023,False
Dalton Strickland,GWEB,Gardner–Webb University,1,2023,False
Dalton Wood,GWEB,Gardner–Webb University,1,2023,False
Grant Vera,GWEB,Gardner–Webb University,1,2023,False
Jacob McCaskey,GWEB,Gardner–Webb University,1,2023,False
Joe Miceli,GWEB,Gardner–Webb University,1,2023,False
Joe Nestel,GWEB,Gardner–Webb University,1,2023,False
Kazuya Kojima,GWEB,Gardner–Webb University,1,2023,False
Lenny Washington,GWEB,Gardner–Webb University,1,2023,False
Luke Goodyear,GWEB,Gardner–Webb University,1,2023,False
Michael Portela,GWEB,Gardner–Webb University,1,2023,False
Phil Fox,GWEB,Gardner–Webb University,1,2023,False
Reid Bertram,GWEB,Gardner–Webb University,1,2023,False
Tanner Chafin,GWEB,Gardner–Webb University,1,2023,False
Tyler Switalski,GWEB,Gardner–Webb University,1,2023,True
Aaron Groller,HALL,Seton Hall University,1,2023,False
Alex Nicolosi,HALL,Seton Hall University,1,2023,False
Anthony Ehly,HALL,Seton Hall University,1,2023,False
Brennan ONeill,HALL,Seton Hall University,1,2023,True
Carter Kelsey,HALL,Seton Hall University,1,2023,False
Chris Shine,HALL,Seton Hall University,1,2023,False
Cole Hansen,HALL,Seton Hall University,1,2023,True
Colin Dowlen,HALL,Seton Hall University,1,2023,False
Daniel Frontera,HALL,Seton Hall University,1,2023,True
Dom DiRado,HALL,Seton Hall University,1,2023,False
Jay Allmer,HALL,Seton Hall University,1,2023,False
Joe Cinnella,HALL,Seton Hall University,1,2023,False
John Downing,HALL,Seton Hall University,1,2023,False
Michael Ciminiello,HALL,Seton Hall University,1,2023,False
Michael Gillen,HALL,Seton Hall University,1,2023,False
Nick Payero,HALL,Seton Hall University,1,2023,True
Richie Cimpric,HALL,Seton Hall University,1,2023,False
Ryan Reich,HALL,Seton Hall University,1,2023,False
Alec Couture,HART,University of Hartford,1,2023,True
Christian Krause,HART,University of Hartford,1,2023,False
Derek Benzinger,HART,University of Hartford,1,2023,False
Dyllon King,HART,University of Hartford,1,2023,False
Edwin Almanzar Jr.,HART,University of Hartford,1,2023,True
Jack Colella,HART,University of Hartford,1,2023,False
Jake Burt,HART,University of Hartford,1,2023,False
Joe Dooley,HART,University of Hartford,1,2023,True
Joey Acla,HART,University of Hartford,1,2023,False
Luke Rier,HART,University of Hartford,1,2023,False
Manny Corporan,HART,University of Hartford,1,2023,False
Matt Rose,HART,University of Hartford,1,2023,False
Michael Featherstone,HART,University of Hartford,1,2023,False
Robert Chaney,HART,University of Hartford,1,2023,True
Brian Dowling,HARV,Harvard University,1,2023,False
Callan Fang,HARV,Harvard University,1,2023,True
Chris Clark,HARV,Harvard University,1,2023,True
Cole Cleary,HARV,Harvard University,1,2023,False
Harrison Stovern,HARV,Harvard University,1,2023,False
Jack Smith,HARV,Harvard University,1,2023,False
James Kirkpatrick,HARV,Harvard University,1,2023,False
Jay Driver,HARV,Harvard University,1,2023,True
Porter Jordheim,HARV,Harvard University,1,2023,False
Pryor Thomas,HARV,Harvard University,1,2023,False
Sean Matson,HARV,Harvard University,1,2023,True
Tim Williamson,HARV,Harvard University,1,2023,False
Uday Narottam,HARV,Harvard University,1,2023,False
Will Jacobsen,HARV,Harvard University,1,2023,False
Alex Giroux,HAW,Hawaii Pacific University,1,2023,True
Austin Teixeira,HAW,Hawaii Pacific University,1,2023,False
Ben Zeigler-Namoa,HAW,Hawaii Pacific University,1,2023,False
Cameron Hagan,HAW,Hawaii Pacific University,1,2023,False
Cole Alexander,HAW,Hawaii Pacific University,1,2023,False
Connor Harrison,HAW,Hawaii Pacific University,1,2023,True
Dalton Renne,HAW,Hawaii Pacific University,1,2023,False
Harrison Bodendorf,HAW,Hawaii Pacific University,1,2023,True
Harry Gustin,HAW,Hawaii Pacific University,1,2023,True
Kahiau Schenk,HAW,Hawaii Pacific University,1,2023,False
Levi Kiuchi,HAW,Hawaii Pacific University,1,2023,False
Matthew Flores,HAW,Hawaii Pacific University,1,2023,False
Randy Abshier,HAW,Hawaii Pacific University,1,2023,True
Sean Wiese,HAW,Hawaii Pacific University,1,2023,False
Tai Atkins,HAW,Hawaii Pacific University,1,2023,False
Trevor Ichimura,HAW,Hawaii Pacific University,1,2023,False
Tyler Dyball,HAW,Hawaii Pacific University,1,2023,False
Zach Losey,HAW,Hawaii Pacific University,1,2023,False
Augie Walters,HC,College of the Holy Cross,1,2023,False
Ben Talbot,HC,College of the Holy Cross,1,2023,False
Danny Macchiarola,HC,College of the Holy Cross,1,2023,True
Jack Ambrosino,HC,College of the Holy Cross,1,2023,False
Jack DiLauro,HC,College of the Holy Cross,1,2023,False
Jaden Wywoda,HC,College of the Holy Cross,1,2023,False
Jake McOsker,HC,College of the Holy Cross,1,2023,False
Jake Needham,HC,College of the Holy Cross,1,2023,False
Luke Fox,HC,College of the Holy Cross,1,2023,False
Luke LeMond,HC,College of the Holy Cross,1,2023,False
Matt Remley,HC,College of the Holy Cross,1,2023,False
Nate Chudy,HC,College of the Holy Cross,1,2023,False
Oliver Brown,HC,College of the Holy Cross,1,2023,False
Payton Sutman,HC,College of the Holy Cross,1,2023,False
Sean Scanlon,HC,College of the Holy Cross,1,2023,False
Tommy Leimkuhler,HC,College of the Holy Cross,1,2023,False
Tyler Mudd,HC,College of the Holy Cross,1,2023,False
Baylor Baumann,HCU,Houston Christian University,1,2023,True
Brock Shoffner,HCU,Houston Christian University,1,2023,False
Bryce Toney,HCU,Houston Christian University,1,2023,False
Cash McNicholas,HCU,Houston Christian University,1,2023,False
Chad Ricker,HCU,Houston Christian University,1,2023,False
Daniel Farrow,HCU,Houston Christian University,1,2023,False
Jarek Wells,HCU,Houston Christian University,1,2023,False
Javan Smitherman,HCU,Houston Christian University,1,2023,False
Jonathan Valdez,HCU,Houston Christian University,1,2023,False
Justin Barry-Smith,HCU,Houston Christian University,1,2023,False
Matthew Charles,HCU,Houston Christian University,1,2023,False
Mitchell Cashion,HCU,Houston Christian University,1,2023,False
Morris Austin,HCU,Houston Christian University,1,2023,False
Nolan Wilson,HCU,Houston Christian University,1,2023,False
Parker Edwards,HCU,Houston Christian University,1,2023,False
Rye Gunter,HCU,Houston Christian University,1,2023,True
Tim Ewald,HCU,Houston Christian University,1,2023,False
Trent Baker,HCU,Houston Christian University,1,2023,False
Trey Valka,HCU,Houston Christian University,1,2023,False
Walker Bordovsky,HCU,Houston Christian University,1,2023,False
Walker Zander,HCU,Houston Christian University,1,2023,True
Will Ripoll,HCU,Houston Christian University,1,2023,True
Zach Ryan,HCU,Houston Christian University,1,2023,False
Brad Camarda,HOF,Hofstra University,1,2023,True
Brian Hart,HOF,Hofstra University,1,2023,False
Brian Morrell,HOF,Hofstra University,1,2023,False
Cade Henry,HOF,Hofstra University,1,2023,True
Carlos Martinez,HOF,Hofstra University,1,2023,False
Danny Kelleher,HOF,Hofstra University,1,2023,False
Garrett Sullivan,HOF,Hofstra University,1,2023,False
Jake DesLauriers,HOF,Hofstra University,1,2023,False
John Mikolaicyk,HOF,Hofstra University,1,2023,True
Landon Friedman,HOF,Hofstra University,1,2023,False
Mark Faello,HOF,Hofstra University,1,2023,True
Michael OHanlon,HOF,Hofstra University,1,2023,False
Mike McKenna,HOF,Hofstra University,1,2023,False
Penn Sealey,HOF,Hofstra University,1,2023,False
Ryan Rue,HOF,Hofstra University,1,2023,False
Sean Hamilton,HOF,Hofstra University,1,2023,False
Steven Kaenzig,HOF,Hofstra University,1,2023,False
Tristan Nemjo,HOF,Hofstra University,1,2023,True
Zack Bailey,HOF,Hofstra University,1,2023,False
Braden Forsyth,HOU,University of Houston,1,2023,False
Braedyn Cunningham,HOU,University of Houston,1,2023,False
Brendan ODonnell,HOU,University of Houston,1,2023,False
Bryson Walker,HOU,University of Houston,1,2023,False
Cade Citelli,HOU,University of Houston,1,2023,True
Cameron Nickens,HOU,University of Houston,1,2023,False
Coby DeJesus,HOU,University of Houston,1,2023,False
Daniel Wright,HOU,University of Houston,1,2023,False
Graysen Drezek,HOU,University of Houston,1,2023,False
Jose Torrealba,HOU,University of Houston,1,2023,False
Josh Ekness,HOU,University of Houston,1,2023,True
Justin Murray,HOU,University of Houston,1,2023,False
Kyle Ayers,HOU,University of Houston,1,2023,False
Kyle LaCalameto,HOU,University of Houston,1,2023,False
Maddux Miller,HOU,University of Houston,1,2023,False
Malachi Lott,HOU,University of Houston,1,2023,False
Matt Canizares,HOU,University of Houston,1,2023,False
Merek Sears,HOU,University of Houston,1,2023,False
Owen Woodward,HOU,University of Houston,1,2023,False
Paul Schmitz,HOU,University of Houston,1,2023,False
Ryan Dollar,HOU,University of Houston,1,2023,False
Tommy Egan,HOU,University of Houston,1,2023,False
Travis Phelps,HOU,University of Houston,1,2023,False
Braden Halladay,HPU,High Point University,1,2023,False
Brett Wozniak,HPU,High Point University,1,2023,True
CJ Neese,HPU,High Point University,1,2023,False
Carter Sheppard,HPU,High Point University,1,2023,False
Connor Smith,HPU,High Point University,1,2023,False
Dalton Williams,HPU,High Point University,1,2023,False
David Keith,HPU,High Point University,1,2023,False
Everett Vaughan,HPU,High Point University,1,2023,False
Gus Hughes,HPU,High Point University,1,2023,True
Howell Polk,HPU,High Point University,1,2023,False
Jack Nathan,HPU,High Point University,1,2023,False
Johannes Lopez,HPU,High Point University,1,2023,False
Lucas Glover,HPU,High Point University,1,2023,False
Patrick Libby,HPU,High Point University,1,2023,False
Reid Viar,HPU,High Point University,1,2023,False
Sam Garcia,HPU,High Point University,1,2023,True
Sean Duffy,HPU,High Point University,1,2023,False
Teddy Merritt,HPU,High Point University,1,2023,False
Tristan Snyder,HPU,High Point University,1,2023,False
Will Burgess,HPU,High Point University,1,2023,False
Alex Vera,ILL,University of Illinois,1,2023,False
Ben Plumley,ILL,University of Illinois,1,2023,False
Brady Banker,ILL,University of Illinois,1,2023,False
Gabe Helder,ILL,University of Illinois,1,2023,False
Jack Crowder,ILL,University of Illinois,1,2023,True
Jack Wenninger,ILL,University of Illinois,1,2023,True
Jake Swartz,ILL,University of Illinois,1,2023,False
Joe Glassey,ILL,University of Illinois,1,2023,True
John Lundgren,ILL,University of Illinois,1,2023,False
Julius Sanchez,ILL,University of Illinois,1,2023,True
Korey Bunselmeyer,ILL,University of Illinois,1,2023,False
Logan Tabeling,ILL,University of Illinois,1,2023,False
Payton Hutchings,ILL,University of Illinois,1,2023,False
Riley Gowens,ILL,University of Illinois,1,2023,True
Ryan OHara,ILL,University of Illinois,1,2023,False
TJ Constertina,ILL,University of Illinois,1,2023,False
Tommy White,ILL,University of Illinois,1,2023,False
Ty Rybarczyk,ILL,University of Illinois,1,2023,False
Cameron Mabee,ILST,Illinois State University,1,2023,True
Derek Salata,ILST,Illinois State University,1,2023,True
Elijah Dale,ILST,Illinois State University,1,2023,True
Erik Kubiatowicz,ILST,Illinois State University,1,2023,False
Jared Hart,ILST,Illinois State University,1,2023,False
Jayson Hibbard,ILST,Illinois State University,1,2023,True
Joey Wilmoth,ILST,Illinois State University,1,2023,False
Justin Foy,ILST,Illinois State University,1,2023,False
Justin Schubert,ILST,Illinois State University,1,2023,False
Kolton Scherbenske,ILST,Illinois State University,1,2023,False
MacCallan Conklin,ILST,Illinois State University,1,2023,False
Ryan Borberg,ILST,Illinois State University,1,2023,False
Ryan Weaver,ILST,Illinois State University,1,2023,False
Sean Sinisko,ILST,Illinois State University,1,2023,False
Thomas Harper,ILST,Illinois State University,1,2023,False
Trey Krause,ILST,Illinois State University,1,2023,False
Tyrelle Chadwick,ILST,Illinois State University,1,2023,False
Zach Holcomb,ILST,Illinois State University,1,2023,False
Aaron Moss,INST,Indiana State University,1,2023,False
Brayden Lybarger,INST,Indiana State University,1,2023,False
Brennyn Cutts,INST,Indiana State University,1,2023,False
Cam Edmonson,INST,Indiana State University,1,2023,False
Cameron Holycross,INST,Indiana State University,1,2023,False
Cole Gilley,INST,Indiana State University,1,2023,False
Connor Fenlong,INST,Indiana State University,1,2023,True
Jacob Pruitt,INST,Indiana State University,1,2023,False
Jared Spencer,INST,Indiana State University,1,2023,False
Joey Hurth,INST,Indiana State University,1,2023,False
Kyle Cortner,INST,Indiana State University,1,2023,False
Lane Miller,INST,Indiana State University,1,2023,True
Luke Patzner,INST,Indiana State University,1,2023,False
Matt Jachec,INST,Indiana State University,1,2023,True
Simon Gregersen,INST,Indiana State University,1,2023,False
Zach Davidson,INST,Indiana State University,1,2023,False
Alex Hunt,IONA,Iona University,1,2023,False
Andrew Gaines,IONA,Iona University,1,2023,False
Carl Kuentzel,IONA,Iona University,1,2023,True
Clark Eder,IONA,Iona University,1,2023,False
Cooper Haseley,IONA,Iona University,1,2023,False
Eric Gialloreto,IONA,Iona University,1,2023,False
Gavin Bates,IONA,Iona University,1,2023,False
Joey Kasper,IONA,Iona University,1,2023,False
Julian Velazquez,IONA,Iona University,1,2023,False
Loncey Conyers,IONA,Iona University,1,2023,False
Matt Wessels,IONA,Iona University,1,2023,False
Matt Zguro,IONA,Iona University,1,2023,False
Michael Lorenzetti,IONA,Iona University,1,2023,False
Michael Untracht,IONA,Iona University,1,2023,False
Nick Chiaia,IONA,Iona University,1,2023,False
Sean Davis,IONA,Iona University,1,2023,False
Teo Torrado,IONA,Iona University,1,2023,True
Thomas OSullivan,IONA,Iona University,1,2023,False
Tyler Lender,IONA,Iona University,1,2023,False
Aaron Savary,IOWA,University of Iowa,1,2023,False
Brody Brecht,IOWA,University of Iowa,1,2023,True
Cade Obermueller,IOWA,University of Iowa,1,2023,False
Caleb Strack,IOWA,University of Iowa,1,2023,False
Chas Wheatley,IOWA,University of Iowa,1,2023,False
Drew Proskovec,IOWA,University of Iowa,1,2023,False
Jack Whitlock,IOWA,University of Iowa,1,2023,False
Jack Young,IOWA,University of Iowa,1,2023,False
Jacob Henderson,IOWA,University of Iowa,1,2023,False
Jared Simpson,IOWA,University of Iowa,1,2023,False
Keaton Anthony,IOWA,University of Iowa,1,2023,False
Luke Llewellyn,IOWA,University of Iowa,1,2023,False
Marcus Morgan,IOWA,University of Iowa,1,2023,True
Nick Gottilla,IOWA,University of Iowa,1,2023,False
Ty Langenberg,IOWA,University of Iowa,1,2023,True
Will Christophersen,IOWA,University of Iowa,1,2023,False
Zach Voelker,IOWA,University of Iowa,1,2023,False
Adrian Vega,IU,Indiana University,1,2023,False
Aydan Decker-Petty,IU,Indiana University,1,2023,False
Ben Seiler,IU,Indiana University,1,2023,False
Brayden Risedorph,IU,Indiana University,1,2023,True
Brooks Ey,IU,Indiana University,1,2023,False
Connor Foley,IU,Indiana University,1,2023,False
Cooper Hellman,IU,Indiana University,1,2023,False
Cooper Katskee,IU,Indiana University,1,2023,False
Craig Yoho,IU,Indiana University,1,2023,False
Ethan Phillips,IU,Indiana University,1,2023,False
Evan Whiteaker,IU,Indiana University,1,2023,False
Gabriel Levy,IU,Indiana University,1,2023,False
Luke Hayden,IU,Indiana University,1,2023,False
Luke Sinnard,IU,Indiana University,1,2023,True
Nathan Ball,IU,Indiana University,1,2023,False
Ryan Kraft,IU,Indiana University,1,2023,True
Seti Manase,IU,Indiana University,1,2023,False
Ty Bothwell,IU,Indiana University,1,2023,False
Wes Burton,IU,Indiana University,1,2023,False
Aidan Kelley,JAX,Jacksonville University,1,2023,False
Blake Barquin,JAX,Jacksonville University,1,2023,True
Bryce Fisher,JAX,Jacksonville University,1,2023,False
Chris Lotito,JAX,Jacksonville University,1,2023,False
Christian Graham,JAX,Jacksonville University,1,2023,False
Dakota Stone,JAX,Jacksonville University,1,2023,False
Divine Valle,JAX,Jacksonville University,1,2023,False
Dolan Ramsey,JAX,Jacksonville University,1,2023,False
Evan Chrest,JAX,Jacksonville University,1,2023,True
Heston Mosley,JAX,Jacksonville University,1,2023,False
Isaac Williams,JAX,Jacksonville University,1,2023,False
Jack Carver,JAX,Jacksonville University,1,2023,False
Layton Perry,JAX,Jacksonville University,1,2023,False
Leighton Alley,JAX,Jacksonville University,1,2023,False
Parker Murphy,JAX,Jacksonville University,1,2023,False
Richard Long,JAX,Jacksonville University,1,2023,True
Scout Updike,JAX,Jacksonville University,1,2023,False
Tommy Allman,JAX,Jacksonville University,1,2023,False
Alex Lozada,JKST,Jackson State University,1,2023,False
Austin Boarden,JKST,Jackson State University,1,2023,False
Austin Campbell,JKST,Jackson State University,1,2023,False
Brandon Haston,JKST,Jackson State University,1,2023,False
Christian Womble,JKST,Jackson State University,1,2023,True
Colby Guy,JKST,Jackson State University,1,2023,True
Daelan Caraway,JKST,Jackson State University,1,2023,True
Erick Gonzales,JKST,Jackson State University,1,2023,True
Erwins Branche,JKST,Jackson State University,1,2023,False
Francis Thorne Jr.,JKST,Jackson State University,1,2023,False
Jesse Caver,JKST,Jackson State University,1,2023,True
Jhaeden Bowers,JKST,Jackson State University,1,2023,False
Jonah Posey,JKST,Jackson State University,1,2023,False
Omari Barksdale,JKST,Jackson State University,1,2023,False
CJ Czerwinski,JMU,James Madison University,1,2023,False
Casey Smith,JMU,James Madison University,1,2023,False
Chase Hustead,JMU,James Madison University,1,2023,False
Donovan Burke,JMU,James Madison University,1,2023,False
Hunter Entsminger,JMU,James Madison University,1,2023,False
Jack Cone,JMU,James Madison University,1,2023,False
Jaden Kinsler,JMU,James Madison University,1,2023,False
Joe Vogatsky,JMU,James Madison University,1,2023,False
Kevin Scully,JMU,James Madison University,1,2023,False
Lliam Grubbs,JMU,James Madison University,1,2023,False
Matt Kleinfelter,JMU,James Madison University,1,2023,False
Matt Leikus,JMU,James Madison University,1,2023,False
Max Kuhle,JMU,James Madison University,1,2023,False
Michael Stewart,JMU,James Madison University,1,2023,False
Ryan Cook,JMU,James Madison University,1,2023,False
Ryan Ertlschweiger,JMU,James Madison University,1,2023,False
Ryan Murphy,JMU,James Madison University,1,2023,True
Sean Culkin,JMU,James Madison University,1,2023,False
T.R. Williams,JMU,James Madison University,1,2023,False
Todd Mozoki,JMU,James Madison University,1,2023,True
Tyler Muscar,JMU,James Madison University,1,2023,False
Alec Rodriguez,JOES,St. Joseph's University,1,2023,False
Cole Stetzar,JOES,St. Joseph's University,1,2023,False
David Owsik,JOES,St. Joseph's University,1,2023,False
Domenic Picone,JOES,St. Joseph's University,1,2023,True
Frank Ciccone,JOES,St. Joseph's University,1,2023,False
Luke Gabrysh,JOES,St. Joseph's University,1,2023,False
Luke Zimmerman,JOES,St. Joseph's University,1,2023,False
Matt McShane,JOES,St. Joseph's University,1,2023,False
Mike Falco,JOES,St. Joseph's University,1,2023,False
Mike Picollo,JOES,St. Joseph's University,1,2023,False
Nicholas Torres,JOES,St. Joseph's University,1,2023,False
Noah Tincher,JOES,St. Joseph's University,1,2023,False
Patrick Shearer,JOES,St. Joseph's University,1,2023,False
Peter Gallo,JOES,St. Joseph's University,1,2023,False
Ryan Basarab,JOES,St. Joseph's University,1,2023,False
Ryan DeSanto,JOES,St. Joseph's University,1,2023,True
Sam Davies,JOES,St. Joseph's University,1,2023,False
Will McCausland,JOES,St. Joseph's University,1,2023,True
A.J. Causey,JVST,Jacksonville State University,1,2023,True
Austin Cornelius,JVST,Jacksonville State University,1,2023,False
Camden Lovrich,JVST,Jacksonville State University,1,2023,False
Colin Casey,JVST,Jacksonville State University,1,2023,False
Eli Zielinski,JVST,Jacksonville State University,1,2023,True
Garrett Telaga,JVST,Jacksonville State University,1,2023,False
Garrett Wade,JVST,Jacksonville State University,1,2023,False
Jake Peppers,JVST,Jacksonville State University,1,2023,True
Josh Sibley,JVST,Jacksonville State University,1,2023,False
Kyle Chastine,JVST,Jacksonville State University,1,2023,False
Reid Fagerstrom,JVST,Jacksonville State University,1,2023,False
Sam Maynard,JVST,Jacksonville State University,1,2023,False
Tanner Jones,JVST,Jacksonville State University,1,2023,True
Trey Fortner,JVST,Jacksonville State University,1,2023,True
Will Baker,JVST,Jacksonville State University,1,2023,False
Agyei Quinichett,KENN,Kennesaw State University,1,2023,False
Blake Aita,KENN,Kennesaw State University,1,2023,False
Blake Wehunt,KENN,Kennesaw State University,1,2023,True
Braden Osbolt,KENN,Kennesaw State University,1,2023,True
Brayden Eidson,KENN,Kennesaw State University,1,2023,False
Brendan Parks,KENN,Kennesaw State University,1,2023,False
Brooks Rosser,KENN,Kennesaw State University,1,2023,False
Connor Housley,KENN,Kennesaw State University,1,2023,False
Luke Cooper,KENN,Kennesaw State University,1,2023,False
Makenzie Stills,KENN,Kennesaw State University,1,2023,False
Miller Riggins,KENN,Kennesaw State University,1,2023,False
Nick Zegna,KENN,Kennesaw State University,1,2023,True
Nolan Sliver,KENN,Kennesaw State University,1,2023,False
Smith Pinson,KENN,Kennesaw State University,1,2023,False
Tanner Franklin,KENN,Kennesaw State University,1,2023,False
